,gene_symbol,ID,n.spot,ENTREZID,GENENAME,logFC,AveExpr,FC_AvsC,P.Value,adj.P.Val,sig1.3_codes,A1,A2,A2_R,A3,C1,C2,C3,C4,BP,CC,MF,KEGGpathway,Name,GeneName,abs_fc
629,BAZ1A,A_23_P76799,10,11177.0,bromodomain adjacent to zinc finger domain 1A,-0.8097147,9.180659,-1.752865,3.774891e-07,9.749158e-06,-1,8.838565,8.796787,8.795591,8.753812,9.555108,9.596887,9.639861,9.598083,"GO:0006261 DNA-dependent DNA replication; GO:0006338 chromatin remodeling; GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0008623 CHRAC; GO:0016590 ACF complex,GO:0005515 protein binding; GO:0008270 zinc ion binding,,NM_013448,BAZ1A,0.8097147
384,ZBTB42,A_33_P3289128,1,100128927.0,zinc finger and BTB domain containing 42,-0.968877644460515,9.21488376326007,-1.95731729289828,4.25314734820337e-07,1.08461965813489e-05,-1,8.63132472960966,8.66980791366051,8.8536453041541,8.89212848820495,9.83710763163923,9.79862444758838,9.57630387304394,9.61478705709479,"GO:0000122 negative regulation of transcription from RNA polymerase II promoter; GO:0006351 transcription, DNA-templated; GO:0007517 muscle organ development",GO:0005634 nucleus; GO:0005654 nucleoplasm; GO:0005737 cytoplasm; GO:0005886 plasma membrane,GO:0003677 DNA binding; GO:0046872 metal ion binding,,NM_001137601,ZBTB42,0.968877644460515
572,ZFP1,A_23_P3856,1,162239.0,ZFP1 zinc finger protein,-0.8386292,7.5812,-1.78835,5.284512e-07,1.310429e-05,-1,7.150721,7.171896,7.174226,7.195401,8.010147,7.988972,7.965467,7.986642,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,"GO:0003677 DNA binding; GO:0003700 transcription factor activity, sequence-specific DNA binding; GO:0046872 metal ion binding",,NM_153688,ZFP1,0.8386292
580,CASZ1,A_33_P3338300,1,54897.0,castor zinc finger 1,-0.8345146,8.046184,-1.783257,5.584056e-07,1.367925e-05,-1,7.68559,7.63142,7.646947,7.592777,8.404859,8.459029,8.497673,8.443503,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated; GO:0007417 central nervous system development; GO:0045664 regulation of neuron differentiation",GO:0005634 nucleus; GO:0005654 nucleoplasm; GO:0005737 cytoplasm; GO:0043231 intracellular membrane-bounded organelle,GO:0003677 DNA binding; GO:0046872 metal ion binding,,NM_001079843,CASZ1,0.8345146
623,ZMYM5,A_23_P65208,1,9205.0,zinc finger MYM-type containing 5,0.812027882944021,8.5187336557199,1.75567752684267,7.09338025991421e-07,1.68655547121019e-05,1,8.95579154611486,8.86855449074438,8.99673206684678,8.9094950114763,8.07229006490546,8.15952712027594,8.11858659954402,8.03134954417354,"GO:0006351 transcription, DNA-templated; GO:0006357 regulation of transcription from RNA polymerase II promoter; GO:0007275 multicellular organism development",GO:0005654 nucleoplasm; GO:0005737 cytoplasm,"GO:0000981 RNA polymerase II transcription factor activity, sequence-specific DNA binding; GO:0003677 DNA binding; GO:0005515 protein binding; GO:0008270 zinc ion binding",,NM_001039650,ZMYM5,0.812027882944021
650,ZNF425,A_24_P941166,1,155054.0,zinc finger protein 425,0.7993152424339,7.95571998490077,1.74027493031269,9.72514038340175e-07,2.25266575528423e-05,1,8.3711305386449,8.37609065645012,8.35075377076876,8.35571388857399,7.55475216389789,7.54979204609267,7.57016881396881,7.57512893177403,"GO:0006351 transcription, DNA-templated; GO:0045892 negative regulation of transcription, DNA-templated",GO:0005634 nucleus; GO:0005737 cytoplasm,GO:0003677 DNA binding; GO:0046872 metal ion binding,,NM_001001661,ZNF425,0.7993152424339
532,ZNF100,A_33_P3237403,1,163227.0,zinc finger protein 100,-0.863941072362154,8.03086763947364,-1.82000330765109,1.29604041094993e-06,2.89825468385042e-05,-1,7.71006396674904,7.60517358309425,7.61984433133929,7.51495394768451,8.34801729595785,8.45290767961263,8.54312731502237,8.43823693136759,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,GO:0000978 RNA polymerase II core promoter proximal region sequence-specific DNA binding; GO:0046872 metal ion binding,,NM_173531,ZNF100,0.863941072362154
781,ZNF622,A_23_P156209,1,90441.0,zinc finger protein 622,0.734340615776458,10.4405620800752,1.66363692985027,1.58340412645531e-06,3.48305821993597e-05,1,10.7761946157962,10.7630247645103,10.8381743833543,10.8250045320685,10.0960768248591,10.109246676145,10.0472669085869,10.034097057301,GO:0008631 intrinsic apoptotic signaling pathway in response to oxidative stress; GO:0033674 positive regulation of kinase activity; GO:0042273 ribosomal large subunit biogenesis; GO:0043065 positive regulation of apoptotic process; GO:0043410 positive regulation of MAPK cascade; GO:0046330 positive regulation of JNK cascade,"GO:0005730 nucleolus; GO:0005737 cytoplasm; GO:0005794 Golgi apparatus; GO:0022625 cytosolic large ribosomal subunit; GO:0030687 preribosome, large subunit precursor",GO:0005515 protein binding; GO:0008270 zinc ion binding; GO:0044822 poly(A) RNA binding,,NM_033414,ZNF622,0.734340615776458
501,ZBTB14,A_24_P74064,1,7541.0,zinc finger and BTB domain containing 14,-0.875143883143433,7.00407982200873,-1.83419100518311,2.27433975570839e-06,4.85753304759488e-05,-1,6.63466157144699,6.49260003073443,6.66929305043161,6.52723150971905,7.38887694671437,7.53093848742693,7.49630700844231,7.35424546772975,"GO:0000122 negative regulation of transcription from RNA polymerase II promoter; GO:0003170 heart valve development; GO:0003279 cardiac septum development; GO:0006351 transcription, DNA-templated; GO:0045892 negative regulation of transcription, DNA-templated; GO:0060976 coronary vasculature development",GO:0005634 nucleus; GO:0005654 nucleoplasm; GO:0005737 cytoplasm,"GO:0003700 transcription factor activity, sequence-specific DNA binding; GO:0005515 protein binding; GO:0043565 sequence-specific DNA binding; GO:0044212 transcription regulatory region DNA binding; GO:0046872 metal ion binding",,NM_003409,ZFP161,0.875143883143433
754,ZCCHC8,A_23_P64669,1,55596.0,zinc finger CCHC-type containing 8,0.747105434340346,10.1927846810483,1.67842193134985,2.39146238793063e-06,5.08752156421874e-05,1,10.6121012136827,10.5441929350876,10.5486630432784,10.4807547646832,9.75500666107488,9.82291493967002,9.88635311007435,9.81844483147922,"GO:0000398 mRNA splicing, via spliceosome",GO:0005634 nucleus; GO:0005654 nucleoplasm; GO:0071013 catalytic step 2 spliceosome,GO:0008270 zinc ion binding; GO:0044822 poly(A) RNA binding,,NM_017612,ZCCHC8,0.747105434340346
719,ZCCHC14,A_23_P100420,10,23174.0,zinc finger CCHC-type containing 14,-0.7663666,8.628199,-1.700981,2.622983e-06,5.529125e-05,-1,8.260431,8.220067,8.317509,8.277145,9.00981,9.050174,8.993097,8.952733,,,GO:0003676 nucleic acid binding; GO:0008270 zinc ion binding; GO:0035091 phosphatidylinositol binding,,NM_015144,ZCCHC14,0.7663666
716,ZDHHC14,A_23_P250619,1,79683.0,zinc finger DHHC-type containing 14,-0.768326430315616,8.66793217471408,-1.70329276616594,2.8595739056893e-06,5.98105962576774e-05,-1,8.36204387975827,8.29345268222268,8.32357227896736,8.25498108143178,8.98391916952717,9.05251036706275,9.09098196785366,9.02239077031808,GO:0018345 protein palmitoylation,GO:0005783 endoplasmic reticulum; GO:0016021 integral component of membrane,GO:0008270 zinc ion binding; GO:0016409 palmitoyltransferase activity; GO:0019706 protein-cysteine S-palmitoyltransferase activity,,NM_153746,ZDHHC14,0.768326430315616
809,ZC2HC1A,A_23_P20363,1,51101.0,zinc finger C2HC-type containing 1A,-0.7245842,9.408935,-1.652424,4.15595e-06,8.505494e-05,-1,9.11029,9.076992,9.078507,9.045209,9.74543,9.778728,9.810511,9.777213,,,GO:0005515 protein binding; GO:0046872 metal ion binding,,NM_016010,FAM164A,0.7245842
708,ZHX3,A_24_P57700,1,23051.0,zinc fingers and homeoboxes 3,-0.7707166,7.327048,-1.706117,4.684323e-06,9.443409e-05,-1,6.959203,6.961636,6.946002,6.948435,7.706933,7.7045,7.717701,7.720134,"GO:0000122 negative regulation of transcription from RNA polymerase II promoter; GO:0006351 transcription, DNA-templated; GO:0030154 cell differentiation; GO:0045669 positive regulation of osteoblast differentiation; GO:0045892 negative regulation of transcription, DNA-templated",GO:0005634 nucleus; GO:0005654 nucleoplasm,"GO:0003677 DNA binding; GO:0003700 transcription factor activity, sequence-specific DNA binding; GO:0003714 transcription corepressor activity; GO:0005515 protein binding; GO:0042803 protein homodimerization activity; GO:0046872 metal ion binding; GO:0046982 protein heterodimerization activity",,NM_015035,ZHX3,0.7707166
834,ZBTB43,A_33_P3349414,1,23099.0,zinc finger and BTB domain containing 43,0.716849801491742,9.5283565062348,1.6435892521433,9.78390673350514e-06,0.0001850131041722,1,9.83785637202947,9.91272171158563,9.85171905755931,9.92658439711547,9.18401412468337,9.10914878512721,9.09528609959736,9.17015143915353,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,GO:0003677 DNA binding; GO:0005515 protein binding; GO:0046872 metal ion binding,,NM_014007,ZBTB43,0.716849801491742
707,ZNF107,A_23_P45087,1,51427.0,zinc finger protein 107,-0.77125766551874,7.33348638111267,-1.70675699602237,1.38675537800145e-05,0.000252774080626,-1,6.9628578826539,7.05377496996911,6.86702801997429,6.9579451072895,7.71840824974323,7.62749116242802,7.72332102510763,7.81423811242284,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated; GO:0008150 biological_process",GO:0005575 cellular_component; GO:0005634 nucleus,GO:0003674 molecular_function; GO:0003677 DNA binding; GO:0046872 metal ion binding,,NM_016220,ZNF107,0.77125766551874
820,ZFP30,A_33_P3362861,1,22835.0,ZFP30 zinc finger protein,-0.720962700351504,7.70879339327208,-1.64828155444332,1.82742973067838e-05,0.0003250372264643,-1,7.33103680606945,7.36243379920034,7.36104958074991,7.39244657388079,8.07411527296083,8.04271827982995,8.01270550514949,8.04410249828037,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,"GO:0003677 DNA binding; GO:0003700 transcription factor activity, sequence-specific DNA binding; GO:0046872 metal ion binding",,NM_014898,ZFP30,0.720962700351504
881,ZNRF1,A_24_P16610,1,84937.0,zinc and ring finger 1,-0.7006822,8.454897,-1.625273,4.867657e-05,0.0007862166,-1,8.146394,8.226576,8.032401,8.112583,8.771708,8.691526,8.805519,8.885701,GO:0000209 protein polyubiquitination; GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process; GO:0070936 protein K48-linked ubiquitination,GO:0005764 lysosome; GO:0005768 endosome; GO:0005829 cytosol; GO:0005829 cytosol; GO:0016020 membrane; GO:0030054 cell junction; GO:0030672 synaptic vesicle membrane,GO:0004842 ubiquitin-protein transferase activity; GO:0004842 ubiquitin-protein transferase activity; GO:0004842 ubiquitin-protein transferase activity; GO:0005515 protein binding; GO:0008270 zinc ion binding; GO:0016874 ligase activity; GO:0061630 ubiquitin protein ligase activity,,NM_032268,ZNRF1,0.7006822
973,ZNF765,A_33_P3289422,1,91661.0,zinc finger protein 765,0.6670065,10.33903,1.587775,5.314731e-05,0.0008499365,1,10.69196,10.73407,10.58539,10.6275,9.979802,9.937693,10.04426,10.08637,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,GO:0003677 DNA binding; GO:0046872 metal ion binding,,NM_001040185,ZNF765,0.6670065
923,ZMYND11,A_23_P75083,1,10771.0,zinc finger MYND-type containing 11,-0.6840534,8.549495,-1.606647,6.409976e-05,0.001005204,0,8.24991,8.299373,8.129763,8.179227,8.868682,8.819219,8.939365,8.988829,"GO:0000122 negative regulation of transcription from RNA polymerase II promoter; GO:0006351 transcription, DNA-templated; GO:0007049 cell cycle; GO:0008283 cell proliferation; GO:0016032 viral process; GO:0016569 chromatin modification; GO:0034243 regulation of transcription elongation from RNA polymerase II promoter; GO:0043124 negative regulation of I-kappaB kinase/NF-kappaB signaling; GO:0046329 negative regulation of JNK cascade; GO:2001237 negative regulation of extrinsic apoptotic signaling pathway",GO:0005634 nucleus; GO:0005654 nucleoplasm; GO:0005694 chromosome,GO:0000977 RNA polymerase II regulatory region sequence-specific DNA binding; GO:0003682 chromatin binding; GO:0003712 transcription cofactor activity; GO:0003714 transcription corepressor activity; GO:0005515 protein binding; GO:0008270 zinc ion binding; GO:0035064 methylated histone binding; GO:0042393 histone binding,,NM_212479,ZMYND11,0.6840534
796,ZNF10,A_23_P203829,1,7556.0,zinc finger protein 10,0.7302323,6.627414,1.658906,8.738638e-05,0.001325124,1,6.973287,7.080262,6.918752,7.025727,6.276217,6.169242,6.223778,6.330752,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,GO:0003677 DNA binding; GO:0005515 protein binding; GO:0046872 metal ion binding,,NM_015394,ZNF10,0.7302323
1031,ZNF75A,A_33_P3279109,1,7627.0,zinc finger protein 75a,0.6508195,8.547897,1.57006,9.120458e-05,0.00137684,1,8.897941,8.911811,8.861953,8.875823,8.183991,8.170122,8.20611,8.219979,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated; GO:0008150 biological_process",GO:0005634 nucleus,GO:0003674 molecular_function; GO:0003677 DNA binding; GO:0046872 metal ion binding,,BC039601,ZNF75A,0.6508195
848,ZNF44,A_33_P3278774,1,51710.0,zinc finger protein 44,0.710314370835769,6.93394971505686,1.63616060627352,9.51905042422729e-05,0.0014303346399526,1,7.33931575237753,7.33583923877013,7.24445468117262,7.24097816756523,6.51952257652633,6.52299909013373,6.61786016133863,6.61438364773124,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,GO:0003677 DNA binding; GO:0046872 metal ion binding,,ENST00000483826,ZNF44,0.710314370835769
1091,ZNF644,A_23_P200772,1,84146.0,zinc finger protein 644,-0.6342966,9.090327,-1.552181,0.0001364724,0.00198425,0,8.821537,8.835349,8.760724,8.774537,9.379866,9.366053,9.426866,9.440678,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,GO:0003677 DNA binding; GO:0046872 metal ion binding,,NM_201269,ZNF644,0.6342966
952,ZMAT4,A_32_P164593,1,79698.0,zinc finger matrin-type 4,-0.6741891,6.781607,-1.5957,0.0001868996,0.002639121,-1,6.477032,6.483269,6.432377,6.438614,7.105756,7.099519,7.144174,7.150411,GO:0072332 intrinsic apoptotic signaling pathway by p53 class mediator,GO:0005634 nucleus,GO:0002039 p53 binding; GO:0003677 DNA binding; GO:0003723 RNA binding; GO:0008270 zinc ion binding,,NM_024645,ZMAT4,0.6741891
1107,ZNF165,A_23_P93269,1,7718.0,zinc finger protein 165,0.630092598972527,8.94785850418911,1.54766432675092,0.0002142214636804,0.0029781019989561,1,9.30873351688144,9.22849914727014,9.31654458111727,9.23631021150598,8.57593498233675,8.65616935194805,8.64835828771221,8.56812391810092,"GO:0006351 transcription, DNA-templated; GO:0006355 regulation of transcription, DNA-templated",GO:0005634 nucleus,"GO:0003700 transcription factor activity, sequence-specific DNA binding; GO:0043565 sequence-specific DNA binding; GO:0046872 metal ion binding",,NM_003447,ZNF165,0.630092598972527
1082,GLIS2,A_33_P3333224,1,84662.0,GLIS family zinc finger 2,-0.6355867,7.893257,-1.553569,0.0002419078,0.003314956,-1,7.608512,7.607315,7.572974,7.571777,8.16633,8.167527,8.203065,8.201868,"GO:0000122 negative regulation of transcription from RNA polymerase II promoter; GO:0006366 transcription from RNA polymerase II promoter; GO:0007399 nervous system development; GO:0043433 negative regulation of sequence-specific DNA binding transcription factor activity; GO:0045879 negative regulation of smoothened signaling pathway; GO:0045892 negative regulation of transcription, DNA-templated; GO:0045893 positive regulation of transcription, DNA-templated; GO:0045944 positive regulation of transcription from RNA polymerase II promoter; GO:0060994 regulation of transcription from RNA polymerase II promoter involved in kidney development; GO:0061005 cell differentiation involved in kidney development; GO:1900182 positive regulation of protein localization to nucleus",GO:0005634 nucleus; GO:0005737 cytoplasm; GO:0016607 nuclear speck; GO:0031513 nonmotile primary cilium,"GO:0000977 RNA polymerase II regulatory region sequence-specific DNA binding; GO:0001077 transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding; GO:0005515 protein binding; GO:0044212 transcription regulatory region DNA binding; GO:0046872 metal ion binding",,NM_032575,GLIS2,0.6355867
1062,ZNF330,A_23_P41359,1,27309.0,zinc finger protein 330,0.6400641,8.725659,1.558398,0.0002419376,0.003314956,1,9.002487,9.03159,9.094666,9.123768,8.439348,8.410245,8.318067,8.347169,GO:0008150 biological_process,"GO:0000775 chromosome, centromeric region; GO:0005730 nucleolus; GO:0030496 midbody",GO:0008270 zinc ion binding; GO:0046872 metal ion binding,,NM_014487,ZNF330,0.6400641
1044,ZSWIM6,A_23_P410859,1,57688.0,zinc finger SWIM-type containing 6,-0.645739088794159,7.46475975403175,-1.5645405909287,0.0002543772527088,0.0034677667974672,-1,7.17542347377482,7.14244073158262,7.16635191833766,7.13336917614547,7.76212544190725,7.79510818409945,7.8041797395366,7.77119699734441,GO:0048812 neuron projection morphogenesis; GO:2001222 regulation of neuron migration,,GO:0008270 zinc ion binding,,NM_020928,ZSWIM6,0.645739088794159
1035,GZF1,A_24_P156288,1,64412.0,GDNF inducible zinc finger protein 1,0.649077572799384,7.06210887474003,1.56816522513641,0.0003518713719171,0.0046214917474871,1,7.36103401286573,7.3892236332825,7.38592110180989,7.41411072222665,6.74133517255757,6.71314555214081,6.68825846319665,6.71644808361341,"GO:0000122 negative regulation of transcription from RNA polymerase II promoter; GO:0000122 negative regulation of transcription from RNA polymerase II promoter; GO:0001658 branching involved in ureteric bud morphogenesis; GO:0006351 transcription, DNA-templated; GO:0045892 negative regulation of transcription, DNA-templated",GO:0005634 nucleus; GO:0005654 nucleoplasm; GO:0005730 nucleolus; GO:0005737 cytoplasm; GO:0005794 Golgi apparatus,"GO:0000978 RNA polymerase II core promoter proximal region sequence-specific DNA binding; GO:0000978 RNA polymerase II core promoter proximal region sequence-specific DNA binding; GO:0000980 RNA polymerase II distal enhancer sequence-specific DNA binding; GO:0001078 transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding; GO:0001078 transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding; GO:0001206 transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding; GO:0001206 transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding; GO:0043565 sequence-specific DNA binding; GO:0046872 metal ion binding",,NM_022482,GZF1,0.649077572799384
